title,primary_field,publisher,2000,2005,2010,2015,2020
Mapping of single-copy DNA sequences on human chromosomes by in situ hybridization with biotinylated probes: enhancement of detection sensitivity by intensified-fluorescence digital-imaging microscopy.,Biology,National Academy of Sciences,,-1.2819343457956478,-1.2819343457956478,,
Marcel Aurousseau and the true tint of geography,Sociology,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Marchiafava-Bignami disease with widespread extracallosal lesions and favourable course.,Botany,Neuroradiology,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Marfan syndrome. Part 1: pathophysiology and diagnosis.,Endocrinology,Nature Publishing Group,,,,-1.2819343457956478,-1.2819343457956478
Marginal effects of regional intra-arterial chemotherapy as an alternative treatment option in advanced pancreatic carcinoma.,Endocrinology,Springer-Verlag,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Marginal instability of turbulent shearing layers and the break point of a jet,Classical mechanics,American Institute of Physics,-1.897119984885881,,,,
Marine Ecology - A Century of Changes,Biology,Blackwell Publishing Ltd,-1.897119984885881,,,,
"Marine molluscs as biomonitors for heavy metal levels in the Gulf of Suez, Red Sea",Nickel,Elsevier,,,,,-1.0751399324829674
Marine radiocarbon reservoir corrections for the mid- to late Holocene in the eastern subpolar North Atlantic,Before Present,SAGE Publications,,,,-1.2819343457956478,-1.2819343457956478
"Marital Strife, Social Support, and the Development of Mentally Retarded Toddlers",Psychology,Blackwell Publishing Ltd,,,,-1.897119984885881,
Marital conflict and adolescent distress: the role of adolescent awareness,Psychology,Wiley-Blackwell,,-0.9038682118755978,-0.9038682118755978,-0.9038682118755978,-0.6667487067054143
"Marital fertility at older ages in Nepal, Bangladesh and Sri Lanka",Total fertility rate,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
"Maritime transport chain choice by carriers, ports and shippers",Port,Elsevier,,,,,-1.2819343457956478
Marked Increase in the Regioselectivity of Radical Substitution: Minisci Reaction in a Two‐Phase System,Photochemistry,Hüthig & Wepf Verlag,,-1.897119984885881,,,
Marketing Health Services,Public Relations,Springer New York,,,-1.897119984885881,,
Marketing home health care to health maintenance organizations.,Health policy,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
Marketing low-cost airline services to business travellers,Quality of service,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-1.1035620183940233
Marketing practices in the UK small business sector,Economics,MCB UP Ltd,,,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673
Markov-Fixed: Four Programs for Computing the Parameters of One-Stage and Two-Stage Learning Models and Hypothesis Testing in Fixed-Trial Experiments,Econometrics,SAGE Publications,,-1.897119984885881,-1.897119984885881,,
Markovian modeling for Bayesian multi-channel deconvolution,Variable elimination,IEEE,,,-1.897119984885881,,
Marx’s Labour Theory of Value,Commodity,Palgrave Macmillan UK,,,-1.897119984885881,,
"Marylin Rueschemeyer. Professional Work and Marriage: An East-West Comparison. New York: St. Martin's Press, 1981. ix, 197 pp. $22.50.",History,Brill,-1.897119984885881,-1.897119984885881,,,
Mass Outflow from the Nucleus of the Seyfert 1 Galaxy NGC 4151,Thermal expansion,IOP Publishing,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Mass Spectral Fragmentation of C5-Substituted Barbituric Acid Derivatives,Stereochemistry,Springer US,-1.897119984885881,,,,
Mass of /sup 27/P and /sup 31/Cl,Isotopes of silicon,American Physical Society,-1.897119984885881,,,,
"Mass seedling of red seabream, Pagrus major (T. and S.), using formula feed with food organisms in large-scale outdoor tanks",Biology,Japanese Society for Aquaculture Science,-1.897119984885881,,,,
"Mass spectra of some labda‐7,14‐dien‐13(R)‐ol monoglycosides under electron impact",Chromatography,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,-1.897119984885881,,,
Mass spectrometric investigation of ethyl-containing siloxanes and aromatic silyl ethers,Chromatography,"John Wiley & Sons, Ltd.",-1.897119984885881,,,,
Mass spectrometric studies on spirocyclic derivatives of cyclodiphosph(V) azanes,Stereochemistry,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
"Mass spectrometry of organic compounds of the group V elements. IV—new data on amines, phosphines, arsines and the corresponding acyl derivatives",Chromatography,"John Wiley & Sons, Ltd.",-1.897119984885881,,,,
Mass transfer behaviour of a fixed bed electrochemical reactor with a gas evolving upstream counter electrode,Systems modeling,"Wiley Subscription Services, Inc., A Wiley Company",,,,,-1.897119984885881
Mass transfer contributions of solid particles to gas permeation in viscous laminar tube flow,Chromatography,WILEY‐VCH Verlag,,,-1.897119984885881,,
Massive colonic bleeding and oral contraceptive ' 'pills' ',Medicine,Elsevier,-1.897119984885881,,,,
Massively parallel simulations of ATM systems,Computer simulation,ACM,,,,,-1.897119984885881
Massless Fields as Unitary Representations of the Poincaré Group,Biology,WILEY‐VCH Verlag,-1.897119984885881,,,,
Mass‐reduced quantum numbers: Application to the isotopic lithium hydrides (X1Σ+),Atomic physics,AIP Publishing,-1.897119984885881,,,,
Mast-cell-mediated angiogenesis: a novel experimental model using the rat mesentery.,Medicine,Virchows Arch B Cell Pathol Incl Mol Pathol,,-1.897119984885881,-1.897119984885881,,
Master or Servant? A welfare viewpoint,Public administration,Blackwell Science Ltd,,-1.897119984885881,-1.897119984885881,,
Master-slave synchronization techniques,Clock synchronization,IEEE,-1.897119984885881,-1.897119984885881,,,
Mastering the market: Japanese government targeting of the computer industry,Economics,Cambridge University Press,,,-1.897119984885881,,
MatConvNet: Convolutional Neural Networks for MATLAB,Computational science,ACM,,,,,-0.9038682118755978
Matching Coding to Scenes to Enhance Efficiency,Pattern recognition,"Springer, Berlin, Heidelberg",-1.897119984885881,-1.2819343457956478,,,
Matching Helping Roles with the Characteristics of Older Natural Helpers,Psychology,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Matching logic: an alternative to hoare/floyd logic,Predicate logic,"Springer, Berlin, Heidelberg",,,,-1.2819343457956478,-1.2819343457956478
Mate-Seeking Behavior of Ephestia cautella,Biology,The Oxford University Press,-1.897119984885881,,,,
Material Study for Advanced Stern-Tube Lip Seals,Materials Science,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Material characterization of a high‐dielectric‐constant polymer–ceramic composite for embedded capacitor for RF applications,Materials Science,"Wiley Subscription Services, Inc., A Wiley Company",,,,-1.2819343457956478,-1.2819343457956478
Material properties and processing in the production of fuel cell components: I. Hydrogen anodes from Raney nickel for lightweight alkaline fuel cells,Material properties,Springer,,,-1.897119984885881,,
Material surfaces for electron-optical equipment,Materials Science,"Wiley Periodicals, Inc.",-1.897119984885881,-1.897119984885881,,,
Materials for magneto‐optic data storage (invited) (abstract),Material properties,American Institute of Physics,,,-1.897119984885881,,
Maternal Confidence in coping with labor A Self-Efficacy Concept,Psychology,Elsevier,,,,-1.897119984885881,
Maternal Expressed Emotion Related to Attachment Disorganization in Early Childhood: A Preliminary Report,Attitude,Cambridge University Press,,,,-1.2819343457956478,-1.2819343457956478
Maternal Glucocorticoid Deficit Affects Hypothalamic-Pituitary-Adrenal Function and Behavior of Rat Offspring,Psychology,NIH Public Access,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
"Maternal and direct effects of elevated CO2 on seed provisioning, germination and seedling growth in Bromus erectus",Maternal effect,Springer,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Maternal carbenoxolone treatment lowers birthweight and induces hypertension in the offspring of rats fed a protein-replete diet,Endocrinology,Clin Sci (Lond),,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
"Maternal depression and its relationship to life stress, perceptions of child behavior problems, parenting behaviors, and child conduct problems",Psychology,J Abnorm Child Psychol,-1.2819343457956478,-0.7576857016975165,-0.7576857016975165,-1.7576857016975165,-1.7576857016975165
"Maternal depression, paternal psychopathology, and adolescent diagnostic outcomes",Psychology,J Consult Clin Psychol,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Maternal discrimination and the development of sex differences in exploratory behaviour in infant spiny mice (Acomys cahirinus),Psychology,Q J Exp Psychol B,,,,-1.897119984885881,
Maternal ethanol consumption: Lack of effect on synaptogenesis in layer I of the motor cortex in 19-day-old rat offspring,Biology,Exp Neurol,,-1.897119984885881,-1.897119984885881,,
Maternal exposure to the antiepileptic drug vigabatrin affects postnatal development in the rat,Psychology,Neurol Sci,,,,-1.2819343457956478,-1.2819343457956478
Maternal postpartum behaviors and mother-infant relationship during the first year of life,Medicine,Elsevier,,,,,-1.2819343457956478
Maternal responsiveness increases during pregnancy and after estrogen treatment in macaques,Biology,Academic Press,,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673
Maternal serum alpha-fetoprotein screening: A report of the Forsyth County Project,Medicine,Elsevier,-1.897119984885881,-1.897119984885881,,,
Maternal synthesis of abscisic acid controls seed development and yield in Nicotiana plumbaginifolia,Mutation,Springer-Verlag,,,,-1.2819343457956478,-1.2819343457956478
Maternal thyroid function during pregnancy and puerperal period,Endocrinology,The Japan Endocrine Society,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Mathematical Expression of Slag-Metal Reactions in Steelmaking Process by Quadratic Formalism Based on the Regular Solution Model,Chemistry,The Iron and Steel Institute of Japan,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
Mathematical Modeling and Experimental Investigation of In Situ Oil Shale Retorting,Petroleum Engineering,Society of Petroleum Engineers,-1.897119984885881,,,,
Mathematical Modeling of Transport and Degradation of Feedstuffs in the Small Intestine,Biology,J Theor Biol,,,,,-1.2819343457956478
Mathematical Models of Retailer Inventory Systems: A Review,Marketing,Springer US,-1.2819343457956478,-1.2819343457956478,-1.0751399324829674,-1.0751399324829674,
Mathematical modeling reveals threshold mechanism in CD95-induced apoptosis,Computer simulation,The Rockefeller University Press,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Mathematical models in selection – an introduction,Mathematical structure,Akademie-Verlag,,,,-1.897119984885881,
Mathematical models in the evaluation of health programmes,Medicine,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
Mathematical programs with vanishing constraints: optimality conditions and constraint qualifications,Constraint logic programming,Springer-Verlag,,,,,-1.2819343457956478
Mathematics Assessment Tips: A Checklist of Common Errors.,Mathematics education,"SAGE PublicationsSage CA: Los Angeles, CA",,,-1.897119984885881,,
Mathematics and the external world: An interview with prof. A. T. Fomenko,Mathematics education,Springer-Verlag,,-1.897119984885881,-1.897119984885881,,
Mathmatical Simulation of Flow and Suspended Load in Open Channels with a Trench,Electronic engineering,Japan Society of Civil Engineers,,,,-1.897119984885881,
Mating systems of Cuphea laminuligera and Cuphea lutea,Biology,Theor Appl Genet,,,,-1.897119984885881,
Matrices giving relations among symmetric functions,Newton's identities,"Department of Mathematics, Faculty of Science, Kyushu University",-1.897119984885881,-1.897119984885881,,,
Matrix Cracking-Induced Delamination Propagation in Graphite/Epoxy Laminated Composites Due to a Transverse Concentrated Load,Materials Science,ASTM International,-1.2819343457956478,-1.2819343457956478,-0.9522417961598136,-0.9522417961598136,
Matrix Isolation and Spectroscopic Characterization of the Phenylperoxy Radical and Its Rearranged Products,Infrared spectroscopy,WILEY‐VCH Verlag,,,,-1.2819343457956478,-1.2819343457956478
Matrix Pore Structure and Bottom Cracking Capability of Residue FCC Catalysts,Chemistry,The Japan Petroleum Institute,,-1.897119984885881,-1.897119984885881,,
Matrix analysis of microring coupled-resonator optical waveguides,Matrix analysis,Optical Society of America,,,,,-1.0751399324829674
Matrix effects in (ultra)trace analysis of pesticide residues in food and biotic matrices,Pesticide,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
Matrix effects on the optical response of silver nanoclusters,Chemistry,American Institute of Physics,,,,,-1.2819343457956478
Matrix field theory for disordered local pairing superconductors with two glass order parameters and spin-flip pairbreaking processes,Density of states,Springer,,,,-1.897119984885881,
Matrix representation of multimode beam transformation,Aperture,International Society for Optics and Photonics,,,,-1.897119984885881,
Matrix-assisted laser desorption/ionization mass spectrometry of proteins extracted directly from sodium dodecyl sulphate-polyacrylamide gels.,Chromatography,Rapid Commun Mass Spectrom,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Maturation of kainic acid seizure-brain damage syndrome in the rat. II. Histopathological sequelae,Psychology,Neuroscience,,-1.2819343457956478,,-1.7576857016975165,-1.7576857016975165
Matériaux composites à matrice aluminium et multicouches renforcés,Art,EDP Sciences,,-1.897119984885881,-1.897119984885881,,
